Sp,Training data,New data,Ensemble,Trait.1,Trait.2,Trait.3,Hybrid,Network.1,Network.2,Network.3,Network.4,Source
Pteropus fundatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Miniopterus paululus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Molossus aztecus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Pteronotus macleayii,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Brachyphylla nana,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Pteropus howensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Pteropus nitendiensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Myotis nesopolus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Plecotus balensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Kerivoula muscina,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis stalkeri,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Chaerephon tomensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Myotis planiceps,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Phyllostomus elongatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Rhogeessa mira,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Platyrrhinus umbratus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Phoniscus papuensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Mimon bennettii,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis oxyotus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Leptonycteris yerbabuenae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Sturnira aratathomasi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Emballonura furax,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Histiotus laephotis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Glyphonycteris sylvestris,Unreported,Unreported,Unlikely,Suspected,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Rhogeessa aeneus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Cynomops mexicanus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Nycticeius cubanus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Platyrrhinus dorsalis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Thyroptera tricolor,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Hylonycteris underwoodi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Chalinolobus tuberculatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Anthops ornatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Saccopteryx leptura,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Eumops bonariensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Emballonura beccarii,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Hipposideros dinops,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Histiotus alienus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Choeronycteris mexicana,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Mormopterus norfolkensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Cynomops paranus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Molossops temminckii,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Eptesicus innoxius,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteronotus quadridens,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Choeroniscus godmani,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Lasiurus insularis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Rhinolophus sakejiensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Taphozous achates,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Tonatia bidens,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Chaerephon gallagheri,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Eptesicus guadeloupensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Molossops mattogrossensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Miniopterus macrocneme,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Taphozous troughtoni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Mormoops blainvillei,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Centronycteris maximiliani,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Furipterus horrens,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Lasiurus minor,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Platyrrhinus aurarius,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis simus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Tonatia saurophila,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Artibeus anderseni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Emballonura semicaudata,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Chaerephon solomonis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Promops nasutus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Eptesicus andinus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis anjouanensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Macrophyllum macrophyllum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Carollia castanea,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Cynomops greenhalli,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Lasiurus pfeifferi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis dominicensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros demissus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Ardops nichollsi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Chiroderma improvisum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Taphozous australis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Myotis auriculus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Anoura latidens,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Stenoderma rufum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Rhinophylla pumilio,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Chalinolobus neocaledonicus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Tadarida kuboriensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Platyrrhinus infuscus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Eptesicus chiriquinus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Centronycteris centralis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Micronycteris microtis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Artibeus fraterculus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Mormopterus minutus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Otomops papuensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Pygoderma bilabiatum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Mimon cozumelae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Platyrrhinus brachycephalus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Nyctophilus microdon,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis vivesi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis martiniquensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Erophylla sezekorni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Kerivoula agnella,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Sturnira bogotensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Ametrida centurio,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis aelleni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Eumops trumbulli,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Anoura cultrata,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis peninsularis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Chaerephon bregullae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Rhogeessa genowaysi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Nyctiellus lepidus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Emballonura dianae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Pteralopex taki,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Histiotus macrotus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Histiotus magellanicus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Phyllostomus latifolius,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Sturnira mordax,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Melonycteris fardoulisi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Chiroderma trinitatum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Eumops maurus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Natalus primus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Lonchophylla mordax,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Molossus currentium,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Kerivoula myrella,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Vampyressa nymphaea,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Lophostoma brasiliense,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pharotis imogene,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Chilonatalus tumidifrons,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Natalus major,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Mormopterus kalinowskii,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Molossus coibensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Myotis findleyi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Micronycteris schmidtorum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis atacamensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Sturnira luisi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Vampyressa bidens,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Balantiopteryx io,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Sturnira magna,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Cormura brevirostris,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Glyphonycteris daviesi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Phyllops falcatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Saccolaimus mixtus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Macrotus waterhousii,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Lasiurus castaneus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Saccopteryx canescens,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Thyroptera discifera,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Sphaeronycteris toxophyllum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Myotis insularum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Sturnira bidens,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Glossophaga leachii,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Pteropus banakrisi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Chilonatalus micropus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Mormopterus phrudus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Sturnira oporaphilum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Peropteryx trinitatis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Nyctimene sanctacrucis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Sturnira thomasi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Phyllonycteris poeyi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Cyttarops alecto,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Lonchophylla thomasi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Ectophylla alba,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Erophylla bombifrons,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Lasiurus degelidus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Micronycteris minuta,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Monophyllus redmani,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Peropteryx leucoptera,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Rhinophylla fischerae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Diclidurus isabellus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Lionycteris spurrelli,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Balantiopteryx infusca,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Eumops hansae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Natalus jamaicensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Amorphochilus schnablii,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Molossus barnesi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Vampyressa brocki,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Musonycteris harrisoni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Diclidurus ingens,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Diclidurus scutatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Platalina genovensium,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Molossops aequatorianus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Saccopteryx gymnura,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Platyrrhinus chocoensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Hipposideros edwardshilli,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Choeroniscus minor,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Vampyressa melissa,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Lonchophylla bokermanni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Phyllonycteris aphylla,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Miniopterus robustior,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Ariteus flavescens,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Monophyllus plethodon,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Lophostoma evotis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Lophostoma carrikeri,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Micronycteris hirsuta,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Lasiurus ebenus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Lampronycteris brachyotis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Scleronycteris ega,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Tomopeas ravus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Trinycteris nicefori,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Rhogeessa hussoni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Lonchorhina orinocensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Lophostoma schulzi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Anoura luismanueli,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Emballonura serii,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Lonchophylla dekeyseri,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Rhinophylla alethina,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Lonchorhina fernandezi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Lonchophylla handleyi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Glyphonycteris behnii,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Lonchorhina marinkellei,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Carollia colombiana,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Lonchophylla hesperia,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Choeroniscus periosus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Sturnira mistratensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Sturnira nana,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Micronycteris homezi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Nyctophilus nebulosus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Mimon koepckeae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Artibeus incomitatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Thyroptera lavali,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Neonycteris pusilla,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Micronycteris sanborni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Lonchorhina inusitata,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Myotis cobanensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Micronycteris brosseti,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Saccopteryx antioquensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Micronycteris matses,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
